run_accession	experiment_accession	sample_accession	study_accession	sample	series_id	library_strategy	platform	library_layout	pairedEnd	taxon_id	sample_name	experiment_title	experiment_name	sample_attribute	characteristics_ch1	sa_tissue	ch1_tissue	sa_antibody	ch1_antibody	sa_gene	ch1_gene	sa_treatment	ch1_treatment
SRR414703	SRX122479	SRS295364	SRP011071	GSM881122	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881122: ChIP-Seq of WCE 0 min post LPS stimulation	ChIP-Seq of WCE 0 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881122_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 0 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 0 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414704	SRX122480	SRS295365	SRP011071	GSM881123	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881123: ChIP-Seq of WCE 120 min post LPS stimulation	ChIP-Seq of WCE 120 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881123_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414705	SRX122480	SRS295365	SRP011071	GSM881123	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881123: ChIP-Seq of WCE 120 min post LPS stimulation	ChIP-Seq of WCE 120 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881123_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414706	SRX122480	SRS295365	SRP011071	GSM881123	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881123: ChIP-Seq of WCE 120 min post LPS stimulation	ChIP-Seq of WCE 120 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881123_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414707	SRX122480	SRS295365	SRP011071	GSM881123	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881123: ChIP-Seq of WCE 120 min post LPS stimulation	ChIP-Seq of WCE 120 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881123_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414708	SRX122480	SRS295365	SRP011071	GSM881123	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881123: ChIP-Seq of WCE 120 min post LPS stimulation	ChIP-Seq of WCE 120 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881123_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414709	SRX122480	SRS295365	SRP011071	GSM881123	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881123: ChIP-Seq of WCE 120 min post LPS stimulation	ChIP-Seq of WCE 120 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881123_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414710	SRX122480	SRS295365	SRP011071	GSM881123	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881123: ChIP-Seq of WCE 120 min post LPS stimulation	ChIP-Seq of WCE 120 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881123_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414711	SRX122480	SRS295365	SRP011071	GSM881123	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881123: ChIP-Seq of WCE 120 min post LPS stimulation	ChIP-Seq of WCE 120 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881123_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 120 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414712	SRX122481	SRS295366	SRP011071	GSM881124	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881124: ChIP-Seq of WCE 30 min post LPS stimulation	ChIP-Seq of WCE 30 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881124_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414713	SRX122481	SRS295366	SRP011071	GSM881124	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881124: ChIP-Seq of WCE 30 min post LPS stimulation	ChIP-Seq of WCE 30 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881124_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414714	SRX122481	SRS295366	SRP011071	GSM881124	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881124: ChIP-Seq of WCE 30 min post LPS stimulation	ChIP-Seq of WCE 30 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881124_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414715	SRX122481	SRS295366	SRP011071	GSM881124	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881124: ChIP-Seq of WCE 30 min post LPS stimulation	ChIP-Seq of WCE 30 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881124_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414716	SRX122481	SRS295366	SRP011071	GSM881124	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881124: ChIP-Seq of WCE 30 min post LPS stimulation	ChIP-Seq of WCE 30 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881124_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414717	SRX122481	SRS295366	SRP011071	GSM881124	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881124: ChIP-Seq of WCE 30 min post LPS stimulation	ChIP-Seq of WCE 30 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881124_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414718	SRX122481	SRS295366	SRP011071	GSM881124	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881124: ChIP-Seq of WCE 30 min post LPS stimulation	ChIP-Seq of WCE 30 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881124_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414719	SRX122481	SRS295366	SRP011071	GSM881124	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881124: ChIP-Seq of WCE 30 min post LPS stimulation	ChIP-Seq of WCE 30 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881124_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 30 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414720	SRX122482	SRS295367	SRP011071	GSM881125	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881125: ChIP-Seq of WCE 60 min post LPS stimulation	ChIP-Seq of WCE 60 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881125_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414721	SRX122482	SRS295367	SRP011071	GSM881125	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881125: ChIP-Seq of WCE 60 min post LPS stimulation	ChIP-Seq of WCE 60 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881125_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414722	SRX122482	SRS295367	SRP011071	GSM881125	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881125: ChIP-Seq of WCE 60 min post LPS stimulation	ChIP-Seq of WCE 60 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881125_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414723	SRX122482	SRS295367	SRP011071	GSM881125	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881125: ChIP-Seq of WCE 60 min post LPS stimulation	ChIP-Seq of WCE 60 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881125_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414724	SRX122482	SRS295367	SRP011071	GSM881125	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881125: ChIP-Seq of WCE 60 min post LPS stimulation	ChIP-Seq of WCE 60 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881125_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414725	SRX122482	SRS295367	SRP011071	GSM881125	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881125: ChIP-Seq of WCE 60 min post LPS stimulation	ChIP-Seq of WCE 60 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881125_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414726	SRX122482	SRS295367	SRP011071	GSM881125	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881125: ChIP-Seq of WCE 60 min post LPS stimulation	ChIP-Seq of WCE 60 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881125_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR414727	SRX122482	SRS295367	SRP011071	GSM881125	GSE36099,GSE36104	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM881125: ChIP-Seq of WCE 60 min post LPS stimulation	ChIP-Seq of WCE 60 min post LPS stimulation; Mus musculus; ChIP-Seq	GSM881125_1	source_name: bone marrow || cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	cell type: bone marrow-derived dendritic cells || strain: C57BL/6 || chip antibody: none || treatment: LPS || time: 60 min || chip antibody manufacturer: none || chip antibody catalog number: none	C57BL/6 -;- bone marrow -;- bone marrow-derived dendritic cells	bone marrow-derived dendritic cells	none	none	NA	NA	LPS	LPS
SRR493724	SRX145797	SRS311993	SRP012641	GSM926623	GSE37235	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM926623: Control IgG	Control IgG; Mus musculus; ChIP-Seq	GSM926623_1	source_name: AtT-20 corticotroph cells treated with Control IgG || cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: LIF, Dex+LIF, Dex (control pooled from different experiments) || chip antibody: rabbit IgG (G2018, Sigma)	cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: LIF, Dex+LIF, Dex (control pooled from different experiments) || chip antibody: rabbit IgG (G2018, Sigma)	AtT-20 corticotroph cells treated with Control IgG -;- pituitary corticotroph cell	pituitary corticotroph cell -;- AtT-20	rabbit IgG (G2018, Sigma)	rabbit IgG (G2018, Sigma)	NA	NA	LIF, Dex+LIF, Dex (control pooled from different experiments)	LIF, Dex+LIF, Dex (control pooled from different experiments)
SRR493725	SRX145797	SRS311993	SRP012641	GSM926623	GSE37235	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM926623: Control IgG	Control IgG; Mus musculus; ChIP-Seq	GSM926623_1	source_name: AtT-20 corticotroph cells treated with Control IgG || cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: LIF, Dex+LIF, Dex (control pooled from different experiments) || chip antibody: rabbit IgG (G2018, Sigma)	cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: LIF, Dex+LIF, Dex (control pooled from different experiments) || chip antibody: rabbit IgG (G2018, Sigma)	AtT-20 corticotroph cells treated with Control IgG -;- pituitary corticotroph cell	pituitary corticotroph cell -;- AtT-20	rabbit IgG (G2018, Sigma)	rabbit IgG (G2018, Sigma)	NA	NA	LIF, Dex+LIF, Dex (control pooled from different experiments)	LIF, Dex+LIF, Dex (control pooled from different experiments)
SRR493726	SRX145798	SRS311994	SRP012641	GSM926624	GSE37235	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM926624: Stat3 (LIF)	Stat3 (LIF); Mus musculus; ChIP-Seq	GSM926624_1	source_name: AtT-20 corticotroph cells treated with Stat3 (LIF) || cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: LIF || chip antibody: p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: LIF || chip antibody: p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	AtT-20 corticotroph cells treated with Stat3 (LIF) -;- pituitary corticotroph cell	pituitary corticotroph cell -;- AtT-20	p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	NA	NA	LIF	LIF
SRR493727	SRX145798	SRS311994	SRP012641	GSM926624	GSE37235	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM926624: Stat3 (LIF)	Stat3 (LIF); Mus musculus; ChIP-Seq	GSM926624_1	source_name: AtT-20 corticotroph cells treated with Stat3 (LIF) || cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: LIF || chip antibody: p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: LIF || chip antibody: p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	AtT-20 corticotroph cells treated with Stat3 (LIF) -;- pituitary corticotroph cell	pituitary corticotroph cell -;- AtT-20	p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	NA	NA	LIF	LIF
SRR493728	SRX145799	SRS311995	SRP012641	GSM926625	GSE37235	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM926625: Stat3 (Dex+LIF)	Stat3 (Dex+LIF); Mus musculus; ChIP-Seq	GSM926625_1	source_name: AtT-20 corticotroph cells treated with Stat3 (Dex+LIF) || cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: Dex+LIF || chip antibody: p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: Dex+LIF || chip antibody: p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	AtT-20 corticotroph cells treated with Stat3 (Dex+LIF) -;- pituitary corticotroph cell	pituitary corticotroph cell -;- AtT-20	p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	NA	NA	Dex+LIF	Dex+LIF
SRR493729	SRX145799	SRS311995	SRP012641	GSM926625	GSE37235	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM926625: Stat3 (Dex+LIF)	Stat3 (Dex+LIF); Mus musculus; ChIP-Seq	GSM926625_1	source_name: AtT-20 corticotroph cells treated with Stat3 (Dex+LIF) || cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: Dex+LIF || chip antibody: p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: Dex+LIF || chip antibody: p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	AtT-20 corticotroph cells treated with Stat3 (Dex+LIF) -;- pituitary corticotroph cell	pituitary corticotroph cell -;- AtT-20	p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	NA	NA	Dex+LIF	Dex+LIF
SRR493730	SRX145799	SRS311995	SRP012641	GSM926625	GSE37235	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM926625: Stat3 (Dex+LIF)	Stat3 (Dex+LIF); Mus musculus; ChIP-Seq	GSM926625_1	source_name: AtT-20 corticotroph cells treated with Stat3 (Dex+LIF) || cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: Dex+LIF || chip antibody: p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	cell line: AtT-20 || cell type: pituitary corticotroph cell || treatment: Dex+LIF || chip antibody: p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	AtT-20 corticotroph cells treated with Stat3 (Dex+LIF) -;- pituitary corticotroph cell	pituitary corticotroph cell -;- AtT-20	p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	p-STAT3 (sc-7993) and STAT3 (sc-482x) from SantaCruz	NA	NA	Dex+LIF	Dex+LIF
ERR1088408	ERX1167962	ERS939112	ERP012882	NA	NA	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	E-MTAB-3954:IgG_HPC7	Illumina HiSeq 1000 sequencing; Transcriptional binding patterns involved in promoter-enhancer interactions.	E-MTAB-3954:IgG_HPC7	isolate: not applicable || organism: Mus musculus || cell line: HPC-7 || sequencing type: Hi-C sequencing || cell type: haematopoietic stem/progenitor cell	NA	not applicable -;- haematopoietic stem/progenitor cell -;- HPC-7	NA	NA	NA	NA	NA	NA	NA
ERR1088417	ERX1167971	ERS939121	ERP012882	NA	NA	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	E-MTAB-3954:Stat3_HPC7	Illumina HiSeq 1000 sequencing; Transcriptional binding patterns involved in promoter-enhancer interactions.	E-MTAB-3954:Stat3_HPC7	isolate: not applicable || organism: Mus musculus || cell line: HPC-7 || sequencing type: Hi-C sequencing || cell type: haematopoietic stem/progenitor cell	NA	not applicable -;- haematopoietic stem/progenitor cell -;- HPC-7	NA	NA	NA	NA	NA	NA	NA
SRR529936	SRX172322	SRS352374	SRP014628	GSM978746	GSE39756	ChIP-Seq	ILLUMINA	SINGLE - 	false	10090	GSM978746: WT Bcell IgG	WT Bcell IgG; Mus musculus; ChIP-Seq	GSM978746_1	source_name: B cells || strain: C57BL/6 || cell type: B cells || tissue: Spleen || chip antibody: Rabbit IgG (R&D, AB-105-C, ER11)	strain: C57BL/6 || cell type: B cells || tissue: Spleen || chip antibody: Rabbit IgG (R&D, AB-105-C, ER11)	C57BL/6 -;- Spleen -;- B cells	Spleen -;- B cells	Rabbit IgG (R&D, AB-105-C, ER11)	Rabbit IgG (R&D, AB-105-C, ER11)	NA	NA	NA	NA
