"ID";"fileName";"fileNamePE";"experiment";"tissue";"condition";"replicate";"lane";"merge";"input";"pairedEnd";"macsGroup";"phredScore";"adapter";"trimQuality";"adapterPE";"trimQualityPE"
"SRR502580";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_Pol2_std";"";2;"SRX150667";NA;"false";"";"";"";"";"";""
"SRR502581";"";"";"SRP007993";"SH-SY5Y -;- neuroblastoma clonal subline of the neuroepithelioma cell line SK-N-SH from the 1970 bone marrow biopsy of a 4-year-old girl with metastatic neuroblastoma, trisomy of 1q -;- ectoderm";"USC_ChipSeq_SH-SY5Y_GATA-2_UCDavis";"";1;"SRX150668";NA;"false";"";"";"";"";"";""
"SRR502582";"";"";"SRP007993";"SH-SY5Y -;- neuroblastoma clonal subline of the neuroepithelioma cell line SK-N-SH from the 1970 bone marrow biopsy of a 4-year-old girl with metastatic neuroblastoma, trisomy of 1q -;- ectoderm";"USC_ChipSeq_SH-SY5Y_GATA-2_UCDavis";"";2;"SRX150668";NA;"false";"";"";"";"";"";""
"SRR502583";"";"";"SRP007993";"HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm";"USC_ChipSeq_HEK293_ELK4_UCDavis";"";1;"SRX150669";NA;"false";"";"";"";"";"";""
"SRR502584";"";"";"SRP007993";"HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm";"USC_ChipSeq_HEK293_ELK4_UCDavis";"";2;"SRX150669";NA;"false";"";"";"";"";"";""
"SRR502585";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_STAT3_std";"";1;"SRX150670";NA;"false";"";"";"";"";"";""
"SRR502586";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_EtOH_0.01pct_STAT3_std";"";2;"SRX150670";NA;"false";"";"";"";"";"";""
"SRR502587";"";"";"SRP007993";"HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm";"USC_ChipSeq_HEK293_KAP1_UCDavis";"";1;"SRX150671";NA;"false";"";"";"";"";"";""
"SRR502588";"";"";"SRP007993";"HEK293 -;- embryonic kidney, cells contain Adenovirus 5 DNA (PMID: 11967234) -;- mesoderm";"USC_ChipSeq_HEK293_KAP1_UCDavis";"";2;"SRX150671";NA;"false";"";"";"";"";"";""
"SRR502589";"";"";"SRP007993";"PBDE -;- peripheral blood-derived erythroblasts -;- mesoderm";"USC_ChipSeq_PBDE_Input_UCDavis";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502590";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_BDP1_std";"";1;"SRX150673";NA;"false";"";"";"";"";"";""
"SRR502591";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_BDP1_std";"";2;"SRX150673";NA;"false";"";"";"";"";"";""
"SRR502592";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_BDP1_std";"";3;"SRX150673";NA;"false";"";"";"";"";"";""
"SRR502593";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_BRF1_std";"";1;"SRX150674";NA;"false";"";"";"";"";"";""
"SRR502594";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_BRF1_std";"";2;"SRX150674";NA;"false";"";"";"";"";"";""
"SRR502595";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Harvard_ChipSeq_K562_BRF1_std";"";3;"SRX150674";NA;"false";"";"";"";"";"";""
"SRR502596";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"USC_ChipSeq_HepG2_TR4_UCDavis";"";1;"SRX150675";NA;"false";"";"";"";"";"";""
"SRR502597";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"USC_ChipSeq_HepG2_TR4_UCDavis";"";2;"SRX150675";NA;"false";"";"";"";"";"";""
"SRR502598";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_E2F6_UCDavis";"";1;"SRX150676";NA;"false";"";"";"";"";"";""
"SRR502599";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_E2F6_UCDavis";"";2;"SRX150676";NA;"false";"";"";"";"";"";""
"SRR502600";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_SETDB1_UCDavis";"";1;"SRX150677";NA;"false";"";"";"";"";"";""
"SRR502601";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_SETDB1_UCDavis";"";2;"SRX150677";NA;"false";"";"";"";"";"";""
"SRR502602";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_IFNg6h_c-Myc_std";"";1;"SRX150678";NA;"false";"";"";"";"";"";""
"SRR502603";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_IFNg6h_c-Myc_std";"";2;"SRX150678";NA;"false";"";"";"";"";"";""
"SRR502604";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_E2F4_UCDavis";"";1;"SRX150679";NA;"false";"";"";"";"";"";""
"SRR502605";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_E2F4_UCDavis";"";2;"SRX150679";NA;"false";"";"";"";"";"";""
"SRR502606";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"USC_ChipSeq_K562_Input_UCDavis";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502607";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_IFNg30_c-Jun_std";"";1;"SRX150681";NA;"false";"";"";"";"";"";""
"SRR502608";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Yale_ChipSeq_K562_IFNg30_c-Jun_std";"";2;"SRX150681";NA;"false";"";"";"";"";"";""
"SRR502609";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_Pol2_IgG-rab";"";1;"SRX150682";NA;"false";"";"";"";"";"";""
"SRR502610";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_Pol2_IgG-rab";"";2;"SRX150682";NA;"false";"";"";"";"";"";""
"SRR502611";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_Input_IgG-rab";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502612";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_Input_Harvard_Control";"";1;"SRX150684";NA;"false";"";"";"";"";"";""
"SRR502613";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_Input_Harvard_Control";"";2;"SRX150684";NA;"false";"";"";"";"";"";""
"SRR502614";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_Input_Harvard_Control";"";3;"SRX150684";NA;"false";"";"";"";"";"";""
"SRR502615";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_Input_Harvard_Control";"";4;"SRX150684";NA;"false";"";"";"";"";"";""
"SRR502616";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_Input_Harvard_Control";"";5;"SRX150684";NA;"false";"";"";"";"";"";""
"SRR502617";"";"";"SRP007993";"MCF10A-Er-Src -;- mammary gland, non-tumorigenic epithelial, inducible cell line, derived from the MCF-10A parental cells and contain ER-Src, a derivative of the Src kinase oncoprotein (v-Src) that is fused to the ligand-binding domain of the estrogen receptor (ER) -;- ectoderm";"Harvard_ChipSeq_MCF10A-Er-Src_Input_Harvard_Control";"";6;"SRX150684";NA;"false";"";"";"";"";"";""
"SRR502618";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_TBP_IgG-rab";"";1;"SRX150685";NA;"false";"";"";"";"";"";""
"SRR502619";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_TBP_IgG-rab";"";2;"SRX150685";NA;"false";"";"";"";"";"";""
"SRR502620";"";"";"SRP007993";"GM08714 -;- lymphoblastoid cell line, Instability of heterochromatin of chromosomes 1, 9, and 16 with variable combined immunodeficiency; dysmorphic facial features, developmental delay, malabsorption, and recurrent infections; see GM08747 Fibroblast; donor subject is a compound heterozygote: one allele has a G>A transition at nucleotide 1807 (1807G>A) of the DNMT3B gene resulting in an Ala to Thr substitution at codon 603 [Ala603Thr (A603T)], the mutation occurring in a region between motifs I and IV within the catalytic domain of DNMT3B; the second allele has a G>A transition within intron 22 located 11 nucleotides 5-prime of the normal splice acceptor site [IVS22AS,G>A,-11] resulting in the generation of a novel splice acceptor site and a 9-bp insertion in the processed RNA. This results in the insertion of 3 amino acids (serine, threonine, and proline) at codon 744 (744ins3). The insertion was within the conserved region of the catalytic domain, which is likely to be disrupted by the insertion of a proline residue. This mutation was de novo. -;- mesoderm";"USC_ChipSeq_GM08714_Input_UCDavis";"";1;"SRX150686";NA;"false";"";"";"";"";"";""
"SRR502621";"";"";"SRP007993";"GM08714 -;- lymphoblastoid cell line, Instability of heterochromatin of chromosomes 1, 9, and 16 with variable combined immunodeficiency; dysmorphic facial features, developmental delay, malabsorption, and recurrent infections; see GM08747 Fibroblast; donor subject is a compound heterozygote: one allele has a G>A transition at nucleotide 1807 (1807G>A) of the DNMT3B gene resulting in an Ala to Thr substitution at codon 603 [Ala603Thr (A603T)], the mutation occurring in a region between motifs I and IV within the catalytic domain of DNMT3B; the second allele has a G>A transition within intron 22 located 11 nucleotides 5-prime of the normal splice acceptor site [IVS22AS,G>A,-11] resulting in the generation of a novel splice acceptor site and a 9-bp insertion in the processed RNA. This results in the insertion of 3 amino acids (serine, threonine, and proline) at codon 744 (744ins3). The insertion was within the conserved region of the catalytic domain, which is likely to be disrupted by the insertion of a proline residue. This mutation was de novo. -;- mesoderm";"USC_ChipSeq_GM08714_Input_UCDavis";"";2;"SRX150686";NA;"false";"";"";"";"";"";""
"SRR502622";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_Pol2(phosphoS2)_IgG-mus";"";1;"SRX150687";NA;"false";"";"";"";"";"";""
"SRR502623";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_Pol2(phosphoS2)_IgG-mus";"";2;"SRX150687";NA;"false";"";"";"";"";"";""
"SRR502624";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_BRCA1_(A300-000A)_IgG-rab";"";1;"SRX150688";NA;"false";"";"";"";"";"";""
"SRR502625";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_BRCA1_(A300-000A)_IgG-rab";"";2;"SRX150688";NA;"false";"";"";"";"";"";""
"SRR502626";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_MafK_(SC-477)_IgG-rab";"";1;"SRX150689";NA;"false";"";"";"";"";"";""
"SRR502627";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_MafK_(SC-477)_IgG-rab";"";2;"SRX150689";NA;"false";"";"";"";"";"";""
"SRR502628";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_CTCF_(SC-15914)_std";"";1;"SRX150690";NA;"false";"";"";"";"";"";""
"SRR502629";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_CTCF_(SC-15914)_std";"";2;"SRX150690";NA;"false";"";"";"";"";"";""
"SRR502630";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_STAT1_std";"";1;"SRX150691";NA;"false";"";"";"";"";"";""
"SRR502631";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_STAT1_std";"";2;"SRX150691";NA;"false";"";"";"";"";"";""
"SRR502632";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_Znf143_(16618-1-AP)_std";"";1;"SRX150692";NA;"false";"";"";"";"";"";""
"SRR502633";"";"";"SRP007993";"GM12878 -;- B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus -;- mesoderm";"Stanford_ChipSeq_GM12878_Znf143_(16618-1-AP)_std";"";2;"SRX150692";NA;"false";"";"";"";"";"";""
"SRR502634";"";"";"SRP007993";"H1-hESC -;- embryonic stem cells -;- inner cell mass";"Stanford_ChipSeq_H1-hESC_c-Jun_IgG-rab";"";1;"SRX150693";NA;"false";"";"";"";"";"";""
"SRR502635";"";"";"SRP007993";"H1-hESC -;- embryonic stem cells -;- inner cell mass";"Stanford_ChipSeq_H1-hESC_c-Jun_IgG-rab";"";2;"SRX150693";NA;"false";"";"";"";"";"";""
"SRR502636";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_SPT20_std";"";1;"SRX150694";NA;"false";"";"";"";"";"";""
"SRR502637";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"Stanford_ChipSeq_HeLa-S3_SPT20_std";"";2;"SRX150694";NA;"false";"";"";"";"";"";""
"SRR502638";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_BHLHE40_(NB100-1800)_IgG-rab";"";1;"SRX150695";NA;"false";"";"";"";"";"";""
"SRR502639";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_BHLHE40_(NB100-1800)_IgG-rab";"";2;"SRX150695";NA;"false";"";"";"";"";"";""
"SRR502640";"";"";"SRP007993";"PANC-1 -;- pancreatic carcinoma, (PMID: 1140870) PANC-1 was established from a pancreatic carcinoma, which was extracted via pancreatico-duodenectomy specimen from a 56-year-old Caucasian individual. Malignancy of this cell line was verified via in vitro and in vivo assays. -;- endoderm";"USC_ChipSeq_PANC-1_Input_UCDavis";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502641";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_Input_IgG-rab";"";1;NA;NA;"false";"";"";"";"";"";""
"SRR502642";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_HNF4A_std";"";1;"SRX150698";NA;"false";"";"";"";"";"";""
"SRR502643";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_HNF4A_std";"";2;"SRX150698";NA;"false";"";"";"";"";"";""
"SRR502644";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_GRp20_std";"";1;"SRX150699";NA;"false";"";"";"";"";"";""
"SRR502645";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_GRp20_std";"";2;"SRX150699";NA;"false";"";"";"";"";"";""
"SRR502646";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_ERRA_std";"";1;"SRX150700";NA;"false";"";"";"";"";"";""
"SRR502647";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_ERRA_std";"";2;"SRX150700";NA;"false";"";"";"";"";"";""
"SRR502648";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_CEBPB_std";"";1;"SRX150701";NA;"false";"";"";"";"";"";""
"SRR502649";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_CEBPB_std";"";2;"SRX150701";NA;"false";"";"";"";"";"";""
"SRR502650";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_PGC1A_std";"";1;"SRX150702";NA;"false";"";"";"";"";"";""
"SRR502651";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_PGC1A_std";"";2;"SRX150702";NA;"false";"";"";"";"";"";""
"SRR502652";"";"";"SRP007993";"IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm";"Stanford_ChipSeq_IMR90_Rad21_IgG-rab";"";1;"SRX150703";NA;"false";"";"";"";"";"";""
"SRR502653";"";"";"SRP007993";"IMR90 -;- fetal lung fibroblasts, newly promoted to tier 2: not in 2011 analysis -;- endoderm";"Stanford_ChipSeq_IMR90_Rad21_IgG-rab";"";2;"SRX150703";NA;"false";"";"";"";"";"";""
"SRR502654";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"USC_ChipSeq_HeLa-S3_TCF7L2_C9B9_(2565)_UCDavis";"";1;"SRX150704";NA;"false";"";"";"";"";"";""
"SRR502655";"";"";"SRP007993";"HeLa-S3 -;- cervical carcinoma -;- ectoderm";"USC_ChipSeq_HeLa-S3_TCF7L2_C9B9_(2565)_UCDavis";"";2;"SRX150704";NA;"false";"";"";"";"";"";""
"SRR502656";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_HSF1_std";"";1;"SRX150705";NA;"false";"";"";"";"";"";""
"SRR502657";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_HSF1_std";"";2;"SRX150705";NA;"false";"";"";"";"";"";""
"SRR502658";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_insulin_SREBP1_std";"";1;"SRX150706";NA;"false";"";"";"";"";"";""
"SRR502659";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_insulin_SREBP1_std";"";2;"SRX150706";NA;"false";"";"";"";"";"";""
"SRR502660";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_insulin_SREBP1_std";"";3;"SRX150706";NA;"false";"";"";"";"";"";""
"SRR502661";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_Pol2_std";"";1;"SRX150707";NA;"false";"";"";"";"";"";""
"SRR502662";"";"";"SRP007993";"HepG2 -;- hepatocellular carcinoma -;- endoderm";"Stanford_ChipSeq_HepG2_forskolin_Pol2_std";"";2;"SRX150707";NA;"false";"";"";"";"";"";""
"SRR502663";"";"";"SRP007993";"A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), \"This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male.\" - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm";"Stanford_ChipSeq_A549_Input_IgG-rab";"";1;"SRX150708";NA;"false";"";"";"";"";"";""
"SRR502664";"";"";"SRP007993";"A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), \"This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male.\" - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm";"Stanford_ChipSeq_A549_Input_IgG-rab";"";2;"SRX150708";NA;"false";"";"";"";"";"";""
"SRR502665";"";"";"SRP007993";"A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), \"This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male.\" - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm";"Stanford_ChipSeq_A549_CEBPB_IgG-rab";"";1;"SRX150709";NA;"false";"";"";"";"";"";""
"SRR502666";"";"";"SRP007993";"A549 -;- epithelial cell line derived from a lung carcinoma tissue. (PMID: 175022), \"This line was initiated in 1972 by D.J. Giard, et al. through explant culture of lung carcinomatous tissue from a 58-year-old caucasian male.\" - ATCC, newly promoted to tier 2: not in 2011 analysis -;- endoderm";"Stanford_ChipSeq_A549_CEBPB_IgG-rab";"";2;"SRX150709";NA;"false";"";"";"";"";"";""
"SRR502667";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_Input_IgG-mus";"";1;"SRX150710";NA;"false";"";"";"";"";"";""
"SRR502668";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_Input_IgG-mus";"";2;"SRX150710";NA;"false";"";"";"";"";"";""
"SRR502669";"";"";"SRP007993";"K562 -;- leukemia, \"The continuous cell line K-562 was established by Lozzio and Lozzio from the pleural effusion of a 53-year-old female with chronic myelogenous leukemia in terminal blast crises.\" - ATCC -;- mesoderm";"Stanford_ChipSeq_K562_Pol2_IgG-mus";"";1;"SRX150711";NA;"false";"";"";"";"";"";""
